com
<<<<<<< HEAD
CleanBrowsing,38.213000,60.163000,4095.972000, ,6,83.86,1070, ,204.599,407.141,717.397, ,10.92,11.08,16.82, 
BlahDNSGermany,39.646000,84.964000,498.428000, ,8,95.45,1974, ,79.6088,118.286,211.192, ,12.51,12.68,13.91, 
Cloudflare,5.846000,182.420000,4264.956000, ,26,103.95,3228, ,8.05771,78.1505,260.067, ,13.56,13.81,19.71, 
Google,5.630000,76.479000,2107.036000, ,32,106.03,859, ,50.5882,65.8699,120.436, ,11.04,11.27,14.94, 
ca
CleanBrowsing,28.481000,61.302000,1914.228000, ,25,57.78,95, ,425.857,559.347,703.617, ,10.91,11.1,17.09, 
BlahDNSGermany,41.038000,178.283000,1094.398000, ,15,53.44,119, ,84.6728,273.951,522.001, ,12.52,12.7,16.83, 
Cloudflare,5.871000,248.232000,4963.282000, ,31,64.43,205, ,8.29738,66.4781,196.758, ,13.51,13.82,15.01, 
Google,6.287000,123.483000,4349.118000, ,42,92.67,157, ,32.4986,99.0576,295.124, ,11.05,11.27,13.37, 
>>>>>>> 748abda2665e624d41c8041d7a3835816f5146f3
